Restaurant Name,Restaurant Type,Reviewer's Name,Rating,Comment
Melt Cafe,International,ImGracia,5,"Amazing spread! Top faves are the plump and freshest oysters, beef stew and bread pudding :) Service is excellent. Thank you CK and Julianne."
Melt Cafe,International,Pat91112,4,"Good food, good service. Seafood is very fresh. Staff,Thayalan was attentive. Plates was being cleared up promptlyMore"
Melt Cafe,International,213laurianned,5,"We had the new year brunch and everything was perfect. Waiters are very smiling and attentivez food is very good ! Must try the dessert, especially the Malibu Exotic. Well definitively come back ! Thank you !More"
Melt Cafe,International,ed117u,5,Very good service at Melt for our New Year Brunch. Alan aka Thayalan was fantastic and the service was impeccable. Would return definitely.
Melt Cafe,International,468christinaw,5,"We just celebrated the last day of 2020 at MELT. We had excellent experience with the staff, I would like to thank especially Mr Ganesan and Ms Elaine. They were very very helpful and friendly. Their service was excellent. So far, the food and ambience More"
Melt Cafe,International,Kexin_Tan,5,We had the privilege to be served by Grace during our dining experience on 30th Dec 2020. It was a splendid service! We will definitely be back!More
Melt Cafe,International,dionetmj,5,"My family and I had dinner at Melt Cafe on 28 Dec 2020. It’s been such a long while since we had buffet, and it was AWESOME! Seafood spread was great. There’s Oysters, Boston lobsters, snow crab legs, sashimi, etc. 

Service is prompt and service More"
Melt Cafe,International,Darrenmouku,5,"We visited Melt Cafe for lunch buffet on 29 Dec 2020. Extremely pleased with service of Ganeson who delighted us with his smile and warmth.

Thank you GanesonMore"
Melt Cafe,International,ivanloh1,5,"Had breakfast at Melt on 26th Dec 2020 and I was greeted by Giruba. We had a very enjoyable conversation and he ensured that my experience at Melt was as relaxing and comfortable as possible.
The ala-carte buffet food was very delicious, especially their Indian More"
Melt Cafe,International,Valerieeyee,4,"Tried their nasi lemak, farmhouse eggs, and chicken congee for breakfast. Nasi lemak was the best option of the three, fragrant rice! Farmhouse eggs were alright, congee was lighter on the flavour and served warm. Wasn't a fan of that but Ganesan gave me a More"
Melt Cafe,International,zhanweil2018,4,"Thanks Ganesan for the excellent service and wonderful hospitality.

The food was just average but Ganesan has bumped it up to 4 star from a 3 star rating."
Melt Cafe,International,NT13579,5,"The food and service was great! Staff are extremely hospitable as well, and very attentive to what we need. Great!More"
Melt Cafe,International,JT2429,5,The food here was great and the staff were friendly and hospitable :) Would recommend all to visit this place!More
Melt Cafe,International,Fabianyeow,5,"Would recommend to dine in at Melt, food is nice, the staff CK is super efficient and engaging. Thank u!More"
Melt Cafe,International,Go424761,5,Was here on a company lunch and being served by CK. He was really great and the Indian foood is also really greatMore
Melt Cafe,International,Sethiroth,5,"Excellent service, especially from CK, who was really friendly and helpful. He made our dining experience really pleasant."
Melt Cafe,International,431gwenc,5,"Excellent service from Mr Ganesan. Great food, great ambience. Definitely will come back again. Well done team!More"
Melt Cafe,International,Kkkaayyydeenn,5,The food was great but the service is even better. Serve by a guy named CK he was excellent and make our dining experience pleasurable.
Melt Cafe,International,Clarloves,5,"Having dinner with my spouse right now but taking the time to specially thank the crew at Melt Cafe. Excellent service from Ganesan, Kamar and Ke Ying! Thank you for making our stay a pleasant one thus far! Merry X'mas!More"
Positano Risto,"Italian, Pizza",SuVW,5,"The staff, food and ambience are amazing. The service is quick and this place fills up really quickly.

Book your slots!

We had the squid ink pasta of which you can choose the spice level and we also had the beef ragu - a definite must try.

We also had oreo chocolate lava cake for dessert, which is brilliant.

Will definitely come back."
Positano Risto,"Italian, Pizza",Shubbydooby,5,"Came here for a birthday celebration. Great service, friendly staff, warm ambience and good food! Definitely will come again!"
Positano Risto,"Italian, Pizza",camilliachuremi,5,"Food was great and service was excellent. I especially enjoyed the seafood pizza. Chris even surprised our birthday boy with a cake. Thanks, Chris. (:"
Positano Risto,"Italian, Pizza",GenGuigue,4,"Ordered, supreme calzone the crust was thin and crunchy, very light.
Squid ink pasta was tasty as well, recommended dish.
Mushroom risotto love the earthy flavour of mushroom but a bit lacking of creaminess and better also if the rice was more softer.
Food was very tasty with a big portion.
Love the ambience outside the restaurant also. Alfresco dining.
Will come back again soon."
Positano Risto,"Italian, Pizza",AznimBB,5,"Excellent food and great service at a reasonable price. We went there for a meal..
Recommended striploin & squid ink spageti,  beef soup & arancini balls.They gave us a special surprise as were celebrating wife's birthday. Highly recommended place to dine in."
Positano Risto,"Italian, Pizza",meiqioh,5,Low the lamb shank and pizza! Really delicious!!! Service was great too! We've got a surprise cake knowing that we are here to celebrate birthday.
Positano Risto,"Italian, Pizza",sheilamU2832VP,5,Food was really good and service provided by Chris was exceptional!! Very friendly and attentive. Thank you!! Will definitely come again. Got a cake too as we were celebrating my daughters bday ☺️More
Positano Risto,"Italian, Pizza",kokshyong,5,"Very nice environment, service and food. The premium sirloin steak is surprisingly good. The mushroom soup and seafood soup are very nice too ^^More"
Positano Risto,"Italian, Pizza",SuzainiMatjuni,5,"Ambiance of the restaurant has bring to another side of the world.If you are here, please read the history of the restaurant and look for one of the most wonderful person in service that i ever met. Kudos and Compliments to Chris."
Positano Risto,"Italian, Pizza",Yaszt,5,"Me and my friends enjoyed the food and service here. Special mention to Chris who was so warm, friendly and very attentive. 

I'm so impressed by the service and food. 

Thank you so much team!More"
Positano Risto,"Italian, Pizza",Aireenash,5,It was such a cozy early dinner. The food arrived within 10-15minutes after ordering and the staffs checked in every once in a while. We were actually celebrating our anniversary when the manager of the day checked in with us and wished us well. We More
Positano Risto,"Italian, Pizza",JAJAMJMJ,5,A great place to have dinner. The meat are soft and melt in your mouth. The magic show is fantastic.
Positano Risto,"Italian, Pizza",Nyrax,5,"The supervisor, Chris was extremely welcoming. He presented excellent customer service and even offered us a complimentary brownie for dad’s birthday without us asking. Nice ambience, i had a good time."
Positano Risto,"Italian, Pizza",xxfara,5,Excellent customer service and service recovery! Chris was very friendly and ensured that we had a great time to celebrate our dad's birthday! Thank you Positano👍🏻More
Positano Risto,"Italian, Pizza",Rosa573,5,"Lovely experience for my best friend! 2nd visit here and I truly enjoyed the food and the service is amazing! Special shout-out to Chris! Thank you for the lovely experience, would definitely come back."
Positano Risto,"Italian, Pizza",Fatninj4,4,Had my first visit to Positano. Ordered seafood risotto. First time trying risotto and it was delicious. My wife tried the squid ink pasta for the first time and it reminded me of how my mum used to cook her sotong hitam (black squid dish) .
Positano Risto,"Italian, Pizza",Zilahzilly,5,"Drinks and food was lovely! Had the mango mocktail and watermelon earl grey and it was beautiful! Squid ink pasta was so delightful! Carbonara pizza is to die for. Oh, and they grate fresh cheese for you too!More"
Positano Risto,"Italian, Pizza",Altimakhai,5,"Food was superb, service is amazing.

Must try honey glazed ribs, fettuccine carbonara and especially the Oreo dessert!More"
Positano Risto,"Italian, Pizza",Razeen89,5,Came here for dinner and it was a pleasant experience. Chris the supervisor provided exceptional service and a dessert on the house for the occasion. Will come back again to try more dishes.
