Restaurant Name,Restaurant Type,Reviewer's Name,Rating,Comment,rating_class_main,rating_for_comment
Fat Belly,Steakhouse,1234Kpo,3,"The beef is fantastic! Blackmore Full blood wagyu MS9+. Not cheap of course. Baked cheese is ok, but the option doesn’t come with bread, you have to order separately. Not sure how to eat cheese without bread. Interesting rabbit food as a main. The mash was awesome, but the portion is sooooo small, yet not cheap. 

Most disappointing has to be the wine list. Super limited choices and not great choices. The pairing by the sommelier is only good on knowledge, I guess he/she didn’t taste the food at all. We went with the recommendation for pairing but totally disappointment. 

Very small restaurant. Only 2 tables for 4 and over pax indoor. Or ‘bar seats’. All other tables are outdoor.",0,0
JUMBO Seafood (ION Orchard),"Chinese, Seafood",r0giniab,2,The young waiters made a face whenever we requested something and remarked loudly in Chinese when we asked politely to clear the plates to receive dessert. Probably does not need the job and maybe they have too many over paying customers to care about service.,-1,-1
Clinton St. Baking Company & Restaurant,"American, Cafe",gseahorse,1,"The stafff here are so rude, unfriendly and like on perpetual PMS!!!! They have no smiles, rude tone and like we customers are a pain to them. That was the cubes they all give from the moment we walked in the restaurant, order our food, ",-1,-1
Little Diner,"American, Cafe",omnomms27,3,"Colleagues enjoyed the burgers - they had the XXX baconator and one of them remarked that the bacon jam was the most delicious part of the dish. I had a salad and chose to add grilled tiger prawns for an additional $8 -- however, the ",0,0
La Salsa,"Mexican, Latin",Lalabelles20,5,"Excellent service, great ambience, fantastic Mexican menu! 

Kudos to John for the excellent service. 

We came here to celebrate a friend's retirement and we were not disappointed! 

We also appreciated the privacy of the place.",1,1
Chatterbox,"Chinese, Asian",Paul T,4,It’s famous for the Hainanese Chicken Rice. The chicken is really tender and juicy with palatable chilli sauce and fragrance rice. A must try choice! The seafood Hor Fun is value for money with nicely fried rice noodles and rich gravy. Looking to try other,1,1
People's Park Centre,"Asian, Chinese",Cheerysunshine2001,3,"I waited for 30mins just to get a taste of this infamous Hakka Yong Tau Foo (YTF) by Poy Kee Store #01-1066 @ People’s Park Complex Food Center. 

Well, personally I think it tastes alright, nothing spectacular, as I’m unsure if YTF ingredients are genuinely ",0,-1
Nalan Restaurant,"Indian, Asian",youngmanLondon,2,On anniversary 05/02/2020 we went to this restaurant first time for us. Food was very poor test staff were and services were not very good. Ambiance was good we were very disappointed.,-1,-1
JUMBO Seafood (ION Orchard),"Chinese, Seafood",KM1787,1,My husband and I dined here this week and was greatly disappointed. After arriving 5mins early for our 8pm reservation we were seated. Restaurant was pretty chaotic and loud. Order was taken at 8.05 - we opted for the award winning chilli crab. Was told,-1,-1
Ramen Keisuke Tori King,"Japanese, Asian",J_YC_Wee,5,"1st time there with my wife. Ordered their Tori KIng Ramen and TanTan Mien (Ultra Rich) with Special All Topping.

I tasted both soups and no matter which one, you will fall in love with it. Their Ultra Rich is for those who loves thick ",1,1
JUMBO Seafood (Riverside Point),"Chinese, Seafood",FJB774,3,Food was reasonable apart from lamb chops which were appalling not fresh and way too much sauce.  The bean curd looked disgusting.  Crab on top looked like someone threw up on it see pictures. Salted egg prawns not the freshest and deep fried I suspect Cod was ok asparagus scallops so so. Crab gravy and fried bread (they were not Mantou) was ok and only thing nicely presented.  Very crowded and worried about 3 very large tables attempting to intermingle but staff stopped them.  Staff good service prompt,0,-1
Nassim Hill Bakery,"Cafe, Bar",FriedWanton,3,"Recently visited for the grand-dad’s birthday & brought along the young grandkids. Noisy environment but a family friendly atmosphere with lots of baby chairs around and very spacious seating. Food is slightly above average and menu is extensive so everyone got their fix! 

Service throughout ",0,-1
Open Door Policy,Contemporary,Jac G,2,Overpriced for pretty average dishes. Very small portions. We only had a main because of the prices and left hungry still. The 'grow your own food' concept was restricted to a lot of one type of herb growing along the walls. Many better options in Singapore.,-1,-1
Violet Oon Singapore,"Asian, Singaporean",Valerie L,4,"Had a ladies night there and the food didn't disappoint, given many of us have Peranakan heritage.  Most notable were the creamy Cod with Laksa and the tender Beef Rendang. The Kiam Chye Soup was tasty too. Service was excellent under Hitesh's supervision.  

The downside ",1,1
Tung Lok Seafood,"Chinese, Seafood",Ianfung,3,Went to their branch in Jurong and had lunch with old customers. Basically this is simple local seafood and nothing special. Just quick Chinese lunch; totally forgetable and nothing to write home .,0,0
HANS IM GLUCK German Burgergrill,"German, Bar",MalcolmP624,2,Great location and view of Marina Bay.  Sides etc were good but the burgers and toppings were really poor.   No ability to choose how you wanted them cooked and   average quality meet.,-1,-1
The Refinery Restaurant & Bar,"Asian, Bar",addixon,3,Been there for lunch a few times. The food served was alright. Not fantastic but decent. The first thing that came into my mind is the quantity/size of the food served. The portion is seriously small. And the price is the opposite. I am sure they,0,0
Ruth's Chris Steak House,"American, Steakhouse",Trippingroundtheglob,3,Very disappointing overall.  Horribly expensive and the steak simply wasn’t up to standard for the price.  I ordered  my steak medium well and it was cooked right through and was dry.  Staff were pleasant and service was ok but the restaurant was virtually empty so,0,-1
The White Rabbit,"French, European",Beng Heok L,4,This was my third visit and we are very happy with the food and services. Food is delicious.  The service staff offered us free side dish when our soup takes a bit longer than usual. We didn’t even chase them for it. We didn’t take,1,1
The Grand Lobby,"European, British",Nadina S,3,If you are going to experience the charm of a beautiful old historical hotel and impeccable friendly service this is your place. But if you are wanting to experience a delicious treat that was not my experience. Either way you will pay a hefty price,0,0
Yellow Pot Tanjong Pagar,"Chinese, Asian",joetav90,5,"Located in the luxuriously boutique Six Senses Duxton Yellow Pot does well at capturing modern chic Chinese cuisine. Attention to detail is key here and matching the black and yellow decor of the hotel, Yellow Pot really impressed with its array of quirky and unique ",1,1
mezza9,Singaporean,Gurpreet K,1,"We received a Chope gift voucher for this restaurant however, our experience was not positive. We waited about 35 minutes for our mains to be served to us. The waiter did not inform us that our dishes would take longer than expected when we made ",-1,-1
Afterglow by Anglow,"Healthy, International",Jannemojo,3,"We had a nice evening at Afterglow, a cool vegetarian/vegan place in Keong Saik.
The food was really good, fresh, nicely prepared, but unfortunately, the service was really bad. First of all we had to wait 25 min before we finally got the attention of ",0,0
The Blue Ginger Restaurant,"Asian, Singaporean",DebraAdventure,2,"Total a wrong choice to eat there.  We make reservation for lunch and we’re excited based on the good review.  Its over rated n disappointed.  
When we went told we had reservation confirmation and show them yet the staff can’t find our reservation, what a ",-1,-1
Kuvo,"European, Asian",kamy21,3,It is a great idea that unfortunately did not take off. Kuvo is located at the busiest crossing along Orchard Road. It started as a multi concept space but I was told on the day I was there that the band performance had been scrapped .,0,0
